area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,area_title,own_title,industry_title,agglvl_title,size_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs_count,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_count_chg,oty_qtrly_estabs_count_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
C3902,0,10,80,0,2017,3,,"Portsmouth, OH MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1442,23405,23445,23799,215692852,19668315,530580,705,,1,1,1,1,1,1,1,1,,20,1.4,-109,-0.5,-171,-0.7,-181,-0.8,1633447,0.8,-1182863,-5.7,33091,6.7,10,1.4
C3906,0,10,80,0,2017,3,,"Pottsville, PA MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,3111,48957,49086,49314,494181796,45995727,2473488,774,,1,1,1,1,1,1,1,1,,-9,-0.3,-827,-1.7,-454,-0.9,-502,-1,-9027070,-1.8,-1459020,-3.1,-327691,-11.7,-5,-0.6
C3914,0,10,40,0,2017,3,,"Prescott, AZ MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,5633,61127,63244,63888,600321722,52432856,1153205,736,,1,1,1,1,1,1,1,1,,62,1.1,1483,2.5,1636,2.7,1598,2.6,16029812,2.7,-1662217,-3.1,1370,0.1,1,0.1
C3922,0,10,80,0,2017,3,,"Price, UT MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,614,7893,7878,8168,76945308,27675187,202574,742,,1,1,1,1,1,1,1,1,,-10,-1.6,-50,-0.6,17,0.2,118,1.5,-4556901,-5.6,-372280,-1.3,-52956,-20.7,-46,-5.8
C3926,0,10,80,0,2017,3,,"Prineville, OR MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,672,6177,6274,6368,73466395,30993538,699894,901,,1,1,1,1,1,1,1,1,,25,3.9,86,1.4,127,2.1,55,0.9,4961016,7.2,2086419,7.2,18803,2.8,49,5.8
C3930,0,10,40,0,2017,3,,"Providence-Warwick, RI-MA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,50826,692826,693227,701667,8527155396,1760327523,51342870,943,,1,1,1,1,1,1,1,1,,981,2,8469,1.2,11390,1.7,7241,1,-47070818,-0.5,-27085396,-1.5,-7600178,-12.9,-17,-1.8
C3934,0,10,40,0,2017,3,,"Provo-Orem, UT MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,16342,230827,234460,236275,2490839649,976244753,5275619,819,,1,1,1,1,1,1,1,1,,867,5.6,9046,4.1,9580,4.3,9225,4.1,88807834,3.7,35547588,3.8,-650943,-11,-4,-0.5
C3938,0,10,40,0,2017,3,,"Pueblo, CO MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,3431,60434,60487,60978,639932687,88102050,1833283,812,,1,1,1,1,1,1,1,1,,235,7.4,639,1.1,317,0.5,546,0.9,7011565,1.1,1227897,1.4,45441,2.5,2,0.2
C3942,0,10,80,0,2017,3,,"Pullman, WA MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1287,19242,18670,18809,218011261,72996150,459878,887,,1,1,1,1,1,1,1,1,,-9,-0.7,259,1.4,163,0.9,240,1.3,5359187,2.5,2859942,4.1,-25412,-5.2,12,1.4
C3946,0,10,40,0,2017,3,,"Punta Gorda, FL MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,4604,44865,46090,44496,416619315,37738780,362738,710,,1,1,1,1,1,1,1,1,,73,1.6,279,0.6,168,0.4,-1429,-3.1,1373692,0.3,-1594059,-4.1,-101438,-21.9,8,1.1
C3950,0,10,80,0,2017,3,,"Quincy, IL-MO MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1965,35491,35451,35680,350200104,43089187,944365,758,,1,1,1,1,1,1,1,1,,-81,-4,678,1.9,751,2.2,782,2.2,7719137,2.3,49457,0.1,-6927,-0.7,1,0.1
C3954,0,10,40,0,2017,3,,"Racine, WI MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,4428,74259,74097,74853,836130091,108736263,2660161,864,,1,1,1,1,1,1,1,1,,160,3.7,163,0.2,5,0,8,0,-29005961,-3.4,-3649276,-3.2,-656670,-19.8,-31,-3.5
C3958,0,10,40,0,2017,3,,"Raleigh, NC MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,38905,607105,610014,603700,7966162600,1612340897,16137590,1010,,1,1,1,1,1,1,1,1,,1116,3,15382,2.6,13873,2.3,12294,2.1,133316221,1.7,-30284567,-1.8,-10237404,-38.8,-6,-0.6
C3966,0,10,40,0,2017,3,,"Rapid City, SD MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,5634,69588,70981,67873,691139242,123878146,980690,765,,1,1,1,1,1,1,1,1,,75,1.3,974,1.4,1126,1.6,1205,1.8,4909983,0.7,-2369057,-1.9,21489,2.2,-7,-0.9
C3970,0,10,80,0,2017,3,,"Raymondville, TX MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,313,3292,3450,3456,29389143,3385442,109382,665,,1,1,1,1,1,1,1,1,,-2,-0.6,-154,-4.5,-22,-0.6,-70,-2,22896,0.1,293114,9.5,23566,27.5,16,2.5
C3974,0,10,40,0,2017,3,,"Reading, PA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,8987,169683,170000,172337,2047498422,162199582,8286050,923,,1,1,1,1,1,1,1,1,,78,0.9,375,0.2,885,0.5,486,0.3,-47313200,-2.3,91595,0.1,-749179,-8.3,-24,-2.5
C3978,0,10,80,0,2017,3,,"Red Bluff, CA MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1849,17749,18648,19178,189148604,16166943,827144,785,,1,1,1,1,1,1,1,1,,29,1.6,740,4.4,617,3.4,259,1.4,4596647,2.5,-1015711,-5.9,-44704,-5.1,-4,-0.5
C3982,0,10,40,0,2017,3,,"Redding, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,6979,63982,65856,65979,705083944,53762058,2507274,831,,1,1,1,1,1,1,1,1,,191,2.8,914,1.4,590,0.9,418,0.6,15889006,2.3,-2240712,-4,-194754,-7.2,11,1.3
C3986,0,10,80,0,2017,3,,"Red Wing, MN MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1313,21457,21509,21626,243891032,75145032,1009244,871,,1,1,1,1,1,1,1,1,,45,3.5,183,0.9,-67,-0.3,-32,-0.1,-2088098,-0.8,-2289112,-3,-95215,-8.6,-9,-1
C3990,0,10,40,0,2017,3,,"Reno, NV MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,15026,228520,230188,231406,2816955548,1049398261,21707957,942,,1,1,1,1,1,1,1,1,,165,1.1,11600,5.3,12001,5.5,9907,4.5,158649241,6,87896283,9.1,2333785,12,8,0.9
C3994,0,10,80,0,2017,3,,"Rexburg, ID MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1417,18387,18199,18558,139740417,65894685,787409,585,,1,1,1,1,1,1,1,1,,50,3.7,447,2.5,563,3.2,452,2.5,2851593,2.1,1514846,2.4,-40884,-4.9,-3,-0.5
C3998,0,10,80,0,2017,3,,"Richmond, IN MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1433,29548,30235,30110,287078242,29814776,522534,737,,1,1,1,1,1,1,1,1,,0,0,127,0.4,189,0.6,-22,-0.1,5093023,1.8,-1690068,-5.4,-135707,-20.6,11,1.5
C4006,0,10,40,0,2017,3,,"Richmond, VA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,39503,635219,635473,634993,7965074829,549855865,8470019,965,,1,1,1,1,1,1,1,1,,83,0.2,10940,1.8,9902,1.6,9395,1.5,11864143,0.1,5632944,1,-1547075,-15.4,-14,-1.4
C4008,0,10,80,0,2017,3,,"Richmond-Berea, KY MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,2239,34832,35299,37412,342985068,37995499,896706,736,,1,1,1,1,1,1,1,1,,-15,-0.7,26,0.1,168,0.5,-6,0,-5550472,-1.6,-4475246,-10.5,-313228,-25.9,-13,-1.7
C4010,0,10,80,0,2017,3,,"Rio Grande City, TX MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,603,15230,15084,15220,111488278,13208558,307967,565,,1,1,1,1,1,1,1,1,,-9,-1.5,241,1.6,63,0.4,11,0.1,-3465257,-3,-1014038,-7.1,-32518,-9.6,-22,-3.7
C4014,0,10,40,0,2017,3,,"Riverside-San Bernardino-Ontario, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,122842,1430227,1429433,1442793,15806730180,1182180415,50869040,848,,1,1,1,1,1,1,1,1,,7151,6.2,46508,3.4,47647,3.4,47325,3.4,283670832,1.8,22969966,2,-1638960,-3.1,-13,-1.5
C4018,0,10,80,0,2017,3,,"Riverton, WY MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1714,15188,15462,15654,148164387,49005846,910730,738,,1,1,1,1,1,1,1,1,,38,2.3,-236,-1.5,-54,-0.3,23,0.1,-345878,-0.2,142980,0.3,115929,14.6,2,0.3
C4022,0,10,40,0,2017,3,,"Roanoke, VA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,9407,148354,148792,150595,1553329050,129162122,1811915,801,,1,1,1,1,1,1,1,1,,43,0.5,-2032,-1.4,-1328,-0.9,-1213,-0.8,-70400919,-4.3,3764531,3,-460706,-20.3,-27,-3.3
C4026,0,10,80,0,2017,3,,"Roanoke Rapids, NC MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1301,20565,20683,20956,174892298,57024675,514279,649,,1,1,1,1,1,1,1,1,,-10,-0.8,216,1.1,-56,-0.3,-30,-0.1,-4754714,-2.6,63242,0.1,-369646,-41.8,-19,-2.8
C4030,0,10,80,0,2017,3,,"Rochelle, IL MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1022,15858,15736,16012,169468308,21385134,594956,821,,1,1,1,1,1,1,1,1,,-101,-9,-223,-1.4,-227,-1.4,-461,-2.8,-4920130,-2.8,-1932290,-8.3,-131622,-18.1,-8,-1
C4034,0,10,40,0,2017,3,,"Rochester, MN MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,5095,117814,118158,116694,1690874780,315895957,4747197,1106,,1,1,1,1,1,1,1,1,,184,3.7,1758,1.5,1409,1.2,1368,1.2,59329133,3.6,-46744,0,-356360,-7,24,2.2
C4038,0,10,40,0,2017,3,,"Rochester, NY MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,27164,493510,493056,511830,5913849087,510355724,16213799,911,,1,1,1,1,1,1,1,1,,263,1,-309,-0.1,1137,0.2,1634,0.3,-154680987,-2.5,-15753566,-3,-3491479,-17.7,-25,-2.7
C4042,0,10,40,0,2017,3,,"Rockford, IL MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,6817,142923,143991,144347,1671837888,203455315,6403468,895,,1,1,1,1,1,1,1,1,,-697,-9.3,-1386,-1,-348,-0.2,-667,-0.5,42410718,2.6,10439619,5.4,-135417,-2.1,28,3.2
C4046,0,10,80,0,2017,3,,"Rockingham, NC MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,871,13057,13163,13450,114761916,35182416,418564,668,,1,1,1,1,1,1,1,1,,22,2.6,-239,-1.8,-209,-1.6,-170,-1.2,-1235589,-1.1,-531504,-1.5,-223347,-34.8,4,0.6
C4054,0,10,80,0,2017,3,,"Rock Springs, WY MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1629,21696,22461,22515,310338632,63434151,990750,1074,,1,1,1,1,1,1,1,1,,-3,-0.2,-200,-0.9,54,0.2,169,0.8,-3962210,-1.3,4398960,7.5,205189,26.1,-14,-1.3
C4058,0,10,40,0,2017,3,,"Rocky Mount, NC MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,3027,54897,55254,56172,513438813,156269405,1705280,712,,1,1,1,1,1,1,1,1,,-14,-0.5,-1271,-2.3,-1656,-2.9,-1666,-2.9,-23560851,-4.4,-11667249,-6.9,-1322487,-43.7,-13,-1.8
C4062,0,10,80,0,2017,3,,"Rolla, MO MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1228,17462,18250,18436,170074436,24055892,265617,725,,1,1,1,1,1,1,1,1,,60,5.1,69,0.4,196,1.1,91,0.5,535493,0.3,-1101094,-4.4,-120577,-31.2,-2,-0.3
C4066,0,10,40,0,2017,3,,"Rome, GA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,1983,38905,39224,39242,395593373,39789992,665136,778,,1,1,1,1,1,1,1,1,,-131,-6.2,378,1,460,1.2,195,0.5,-6695240,-1.7,387867,1,-66903,-9.1,-20,-2.5
C4070,0,10,80,0,2017,3,,"Roseburg, OR MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,3190,37147,37969,38624,379653557,184135654,4556974,770,,1,1,1,1,1,1,1,1,,67,2.1,644,1.8,376,1,386,1,7894196,2.1,6459938,3.6,193683,4.4,6,0.8
C4074,0,10,80,0,2017,3,,"Roswell, NM MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1811,20011,21101,21209,172540747,67852359,608580,639,,1,1,1,1,1,1,1,1,,-8,-0.4,-689,-3.3,-679,-3.1,-671,-3.1,-9775725,-5.4,-4917889,-6.8,-813510,-57.2,-15,-2.3
C4078,0,10,80,0,2017,3,,"Russellville, AR MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,2277,30939,31388,32165,290037671,40568353,687227,708,,1,1,1,1,1,1,1,1,,33,1.5,-70,-0.2,-211,-0.7,-779,-2.4,-4678674,-1.6,-3602310,-8.2,-438765,-39,-4,-0.6
C4082,0,10,80,0,2017,3,,"Ruston, LA MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1249,18591,18694,19148,168016389,16348753,249890,687,,1,1,1,1,1,1,1,1,,51,4.3,257,1.4,550,3,501,2.7,3221138,2,1219155,8.1,32357,14.9,-3,-0.4
C4086,0,10,80,0,2017,3,,"Rutland, VT MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,2395,26151,26743,26887,274376050,50474093,1806004,794,,1,1,1,1,1,1,1,1,,24,1,-474,-1.8,77,0.3,-220,-0.8,-573501,-0.2,956018,1.9,-169972,-8.6,5,0.6
C4090,0,10,40,0,2017,3,,"Sacramento--Roseville--Arden-Arcade, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,83301,965439,970707,970984,13651787898,736338702,32628570,1084,,1,1,1,1,1,1,1,1,,3539,4.4,13389,1.4,9769,1,14221,1.5,57930865,0.4,-7918438,-1.1,-2193324,-6.3,-9,-0.8
C4094,0,10,80,0,2017,3,,"Safford, AZ MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,538,8031,8633,9266,85203424,4994156,116783,758,,1,1,1,1,1,1,1,1,,10,1.9,142,1.8,63,0.7,218,2.4,871784,1,674263,15.6,31278,36.6,-5,-0.7
C4098,0,10,40,0,2017,3,,"Saginaw, MI MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,3920,83229,83290,84264,882897582,71295931,2202326,812,,1,1,1,1,1,1,1,1,,-33,-0.8,-739,-0.9,-839,-1,-928,-1.1,-30033193,-3.3,-4246044,-5.6,-307998,-12.3,-20,-2.4
C4106,0,10,40,0,2017,3,,"St. Cloud, MN MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,5292,103994,104862,104791,1171685562,412613940,6138598,862,,1,1,1,1,1,1,1,1,,192,3.8,1460,1.4,1133,1.1,1119,1.1,6690710,0.6,-6386639,-1.5,-722558,-10.5,-5,-0.6
C4110,0,10,40,0,2017,3,,"St. George, UT MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,5692,62271,63528,63848,556204343,265835803,1538149,677,,1,1,1,1,1,1,1,1,,240,4.4,2558,4.3,2433,4,2378,3.9,24782457,4.7,6610858,2.6,-248027,-13.9,4,0.6
C4114,0,10,40,0,2017,3,,"St. Joseph, MO-KS MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,3426,55328,54985,55485,570497644,77171495,947551,794,,1,1,1,1,1,1,1,1,,125,3.8,-288,-0.5,-758,-1.4,-776,-1.4,4144574,0.7,-4598479,-5.6,-449253,-32.2,14,1.8
C4118,0,10,40,0,2017,3,,"St. Louis, MO-IL MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,87014,1301849,1319709,1326339,16228015091,1744673193,29290392,949,,1,1,1,1,1,1,1,1,,4991,6.1,11593,0.9,13736,1.1,11591,0.9,-100712024,-0.6,-35148387,-2,-10068297,-25.6,-14,-1.5
C4122,0,10,80,0,2017,3,,"St. Marys, GA MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,878,13883,14130,13728,152138689,10661217,145696,841,,1,1,1,1,1,1,1,1,,-69,-7.3,124,0.9,278,2,-170,-1.2,4205108,2.8,-1185339,-10,-25302,-14.8,19,2.3
C4140,0,10,80,0,2017,3,,"Salem, OH MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,2125,29599,29680,29480,264280179,28000008,800878,687,,1,1,1,1,1,1,1,1,,-20,-0.9,-2,0,-145,-0.5,-350,-1.2,-5701960,-2.1,-131186,-0.5,168858,26.7,-11,-1.6
C4142,0,10,40,0,2017,3,,"Salem, OR MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,12720,173293,174634,176275,1877210428,789638822,17611377,826,,1,1,1,1,1,1,1,1,,574,4.7,4612,2.7,3908,2.3,2195,1.3,55093816,3,40916141,5.5,726221,4.3,7,0.9
C4146,0,10,80,0,2017,3,,"Salina, KS MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1712,30913,31494,31333,296016324,65314310,439266,729,,1,1,1,1,1,1,1,1,,-20,-1.2,-394,-1.3,-282,-0.9,-267,-0.8,-11299875,-3.7,-3537587,-5.1,24176,5.8,-20,-2.7
C4150,0,10,40,0,2017,3,,"Salinas, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,13733,204458,205419,204774,2355950337,237802892,12131827,885,,1,1,1,1,1,1,1,1,,305,2.3,1609,0.8,715,0.3,961,0.5,-4631081,-0.2,-8030036,-3.3,-863532,-6.6,-6,-0.7
C4154,0,10,40,0,2017,3,,"Salisbury, MD-DE MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,12042,167576,165944,161422,1578226390,334213218,7254937,736,,1,1,1,1,1,1,1,1,,247,2.1,3197,1.9,3329,2,2715,1.7,15321807,1,-5415096,-1.6,-889595,-10.9,-7,-0.9
C4162,0,10,40,0,2017,3,,"Salt Lake City, UT MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,45795,697092,701389,704776,9012132779,3046636389,19300368,989,,1,1,1,1,1,1,1,1,,1219,2.7,11608,1.7,13471,2,12656,1.8,174055208,2,64885792,2.2,-2167714,-10.1,2,0.2
C4166,0,10,40,0,2017,3,,"San Angelo, TX MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,2994,48040,47965,48029,479665364,46472355,918956,769,,1,1,1,1,1,1,1,1,,-58,-1.9,230,0.5,304,0.6,423,0.9,-5627587,-1.2,1700369,3.8,281282,44.1,-14,-1.8
C4170,0,10,40,0,2017,3,,"San Antonio-New Braunfels, TX MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,51135,995836,998656,1003480,11551470375,1055481963,20817477,889,,1,1,1,1,1,1,1,1,,1067,2.1,19451,2,18777,1.9,18942,1.9,107577390,0.9,-10433536,-1,1919503,10.2,-9,-1
C4174,0,10,40,0,2017,3,,"San Diego-Carlsbad, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,110850,1423429,1430934,1439513,20698523582,1097057522,46839444,1112,,1,1,1,1,1,1,1,1,,4357,4.1,23847,1.7,25293,1.8,23113,1.6,34837991,0.2,154001,0,-2306568,-4.7,-18,-1.6
C4176,0,10,80,0,2017,3,,"Sandpoint, ID MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1706,14487,14469,14215,127341027,72131040,1025774,681,,1,1,1,1,1,1,1,1,,84,5.2,399,2.8,320,2.3,541,4,2133173,1.7,980983,1.4,-45898,-4.3,-8,-1.2
C4178,0,10,80,0,2017,3,,"Sandusky, OH MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1986,41598,40931,39060,366261971,54108412,1393101,695,,1,1,1,1,1,1,1,1,,5,0.3,806,2,757,1.9,770,2,-2497918,-0.7,-2904410,-5.1,99750,7.7,-19,-2.7
C4182,0,10,80,0,2017,3,,"Sanford, NC MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1396,24728,25988,25932,248298850,85446880,968883,748,,1,1,1,1,1,1,1,1,,14,1,-125,-0.5,557,2.2,182,0.7,4323347,1.8,612925,0.7,-599104,-38.2,8,1.1
C4186,0,10,40,0,2017,3,,"San Francisco-Oakland-Hayward, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,197281,2359866,2374222,2382019,51016150681,2165013445,90340002,1654,,1,1,1,1,1,1,1,1,,5509,2.9,49031,2.1,48808,2.1,42382,1.8,1674288550,3.4,249891521,13,4940567,5.8,22,1.3
C4190,0,10,40,0,2017,3,,"San German, PR MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,1335,18683,18902,19311,87394528,11143506,414619,354,,1,1,1,1,1,1,1,1,,3,0.2,-1953,-9.5,-1801,-8.7,-2306,-10.7,-14835401,-14.5,-2246554,-16.8,-108873,-20.8,-21,-5.6
C4194,0,10,40,0,2017,3,,"San Jose-Sunnyvale-Santa Clara, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,74467,1087517,1095105,1095127,32624878593,904857006,38505532,2297,,1,1,1,1,1,1,1,1,,2694,3.8,24086,2.3,25856,2.4,23804,2.2,1616073240,5.2,55588458,6.5,74975,0.2,64,2.9
C4198,0,10,40,0,2017,3,,"San Juan-Carolina-Caguas, PR MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,31503,614191,619673,621854,4332986237,330670853,11074769,539,,1,1,1,1,1,1,1,1,,382,1.2,-9557,-1.5,-10336,-1.6,-16726,-2.6,-201154662,-4.4,-17814538,-5.1,-1162849,-9.5,-14,-2.5
C4202,0,10,40,0,2017,3,,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,10402,117061,116422,118790,1313386801,101505234,4043719,860,,1,1,1,1,1,1,1,1,,216,2.1,3683,3.2,3292,2.9,3982,3.5,35225520,2.8,36454,0,-253984,-5.9,-4,-0.5
C4210,0,10,40,0,2017,3,,"Santa Cruz-Watsonville, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,9637,109224,108639,107605,1303720660,113256680,5103401,924,,1,1,1,1,1,1,1,1,,171,1.8,1243,1.2,624,0.6,530,0.5,-7304994,-0.6,-669117,-0.6,-298645,-5.5,-12,-1.3
C4214,0,10,40,0,2017,3,,"Santa Fe, NM MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,5557,60042,60931,60846,636438758,181598766,1733331,808,,1,1,1,1,1,1,1,1,,19,0.3,-558,-0.9,-378,-0.6,-108,-0.2,-15981816,-2.4,-7267027,-3.8,-2398932,-58.1,-15,-1.8
C4218,0,10,80,0,2017,3,,"Santa Isabel, PR MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,199,5430,5445,5295,28566378,3423065,129478,408,,1,1,1,1,1,1,1,1,,-2,-1,14,0.3,-28,-0.5,-26,-0.5,-942972,-3.2,24839,0.7,-5686,-4.2,-12,-2.9
C4220,0,10,40,0,2017,3,,"Santa Maria-Santa Barbara, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,15565,199304,200060,202541,2552832201,176252707,7429647,979,,1,1,1,1,1,1,1,1,,411,2.7,3807,1.9,3480,1.8,3770,1.9,-8500192,-0.3,-1781014,-1,-387621,-5,-21,-2.1
C4222,0,10,40,0,2017,3,,"Santa Rosa, CA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,20053,203379,207645,209007,2666920567,183653092,7771103,993,,1,1,1,1,1,1,1,1,,486,2.5,3547,1.8,4071,2,3749,1.8,37326489,1.4,3775910,2.1,-274721,-3.4,-4,-0.4
C4230,0,10,80,0,2017,3,,"Sault Ste. Marie, MI MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,799,12744,12675,12848,118562322,10286386,519199,715,,1,1,1,1,1,1,1,1,,-21,-2.6,-3,0,-93,-0.7,119,0.9,792920,0.7,-415861,-3.9,-16902,-3.2,4,0.6
C4234,0,10,40,0,2017,3,,"Savannah, GA MSA",Total Covered,"10 Total, all industries","MSA, Total Covered",All establishment sizes,9460,170097,170298,166938,1846177843,196142861,2992681,840,,1,1,1,1,1,1,1,1,,-718,-7.1,3583,2.2,3308,2,449,0.3,-14064651,-0.8,-1052591,-0.5,-418592,-12.3,-19,-2.2
C4238,0,10,80,0,2017,3,,"Sayre, PA MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1656,23009,23106,23283,266948065,22106991,1396340,888,,1,1,1,1,1,1,1,1,,9,0.5,-55,-0.2,-66,-0.3,-75,-0.3,6532092,2.5,2967248,15.5,298198,27.2,24,2.8
C4242,0,10,80,0,2017,3,,"Scottsbluff, NE MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,1594,16784,16779,17003,155999636,16241601,156802,712,,1,1,1,1,1,1,1,1,,-24,-1.5,-560,-3.2,-531,-3.1,-442,-2.5,-10504218,-6.3,-554331,-3.3,-61979,-28.3,-26,-3.5
C4246,0,10,80,0,2017,3,,"Scottsboro, AL MicroSA",Total Covered,"10 Total, all industries","MicroSA, Total Covered",All establishment sizes,974,15596,15597,15695,137397883,12549857,188805,676,,1,1,1,1,1,1,1,1,,11,1.1,-607,-3.7,-631,-3.9,-552,-3.4,-4049434,-2.9,-825289,-6.2,-56647,-23.1,5,0.7
